epoch,train_loss,train_acc,val_acc,cv,velocity,mu,sigma,z_score,dynamic_wd
1,4.655911540985107,0.010841836734693877,0.009351753453772583,0.11952854245901108,0.0018845200538635254,0.0015856695125793588,0.0015513240943667611,0.1926422353455131,0.1
2,4.583460474014283,0.012755102040816327,0.006801275239107333,0.1422469511628151,-0.0012035518884658813,0.0011935180293866196,0.0013922892810630427,-1.7216751938377968,0.1
3,4.575368499755859,0.015306122448979591,0.006376195536663124,0.14815230518579484,0.0008650273084640503,0.0006754587677268761,0.0011626539757340951,0.16304811637312933,0.1
4,4.56803789138794,0.014668367346938776,0.005951115834218916,0.15460335314273835,0.00017018616199493408,0.0010221394023479911,0.0010453584001044566,-0.8149867454721044,0.1
5,4.563575649261475,0.017431972789115645,0.006588735387885228,0.18068753480911254,0.007649973034858704,0.0033318810889760775,0.002245380857825425,1.9231000081048841,0.1
6,4.557111215591431,0.01870748299319728,0.005313496280552604,0.24761947691440583,0.005850315093994141,0.007206692510205741,0.004012158392339471,-0.33806676695550475,0.1
7,4.547334480285644,0.021258503401360544,0.004888416578108395,0.38521634340286254,0.02733030915260315,0.015073186701854084,0.007167840203039063,1.710016142038465,0.1
8,4.5311607837677,0.0233843537414966,0.005100956429330499,0.6103101223707199,0.03643143177032471,0.022713584540006097,0.008762603562419551,1.5654990132328668,0.1
9,4.519367408752442,0.03167517006802721,0.0061636556854410204,0.9296967923641205,0.03696000576019287,0.031805505471063734,0.008912654840140253,0.5783350058519738,0.1
10,4.497100687026977,0.03210034013605442,0.004250797024442083,1.281707751750946,0.018536686897277832,0.03294598037973716,0.01010990057615053,-1.4252655972157784,0.1
11,4.4643865585327145,0.04145408163265306,0.005100956429330499,1.7164591908454896,0.08140134811401367,0.04677179975374006,0.016485015779807544,2.100668196065136,0.1
12,4.426261377334595,0.056760204081632654,0.005526036131774708,2.2056594014167787,0.04845452308654785,0.04625424546363587,0.012109585237413505,0.18169719109074445,0.1
13,4.378654813766479,0.0627125850340136,0.004675876726886291,2.6874028205871583,0.029757022857666016,0.04429974252513191,0.018668413591822277,-0.779001364842075,0.1
14,4.323813724517822,0.07716836734693877,0.005738575982996812,3.1188515186309815,0.08226299285888672,0.04664832976234555,0.021702657958081864,1.6410277103076494,0.1
15,4.249435043334961,0.1056547619047619,0.004675876726886291,3.4474188327789306,0.019800186157226562,0.03537043490161183,0.0277705287069897,-0.5606752722884357,0.1
16,4.1597198963165285,0.1288265306122449,0.0061636556854410204,3.7611106634140015,0.07867980003356934,0.03396624401866223,0.0280365414827076,1.5948313754207368,0.1
17,4.077035999298095,0.15795068027210885,0.008289054197662061,4.212689590454102,0.08094072341918945,0.05454688573408434,0.03353406166593735,0.7870754800905907,0.1
18,3.9899043321609495,0.1915391156462585,0.00871413390010627,4.68288106918335,-0.006489276885986328,0.0453521629839309,0.03999877741851352,-1.2960756106990987,0.1
19,3.9079621553421022,0.22045068027210885,0.014665249734325186,5.0312965393066404,0.04971456527709961,0.03893263564179569,0.040072528113388066,0.26906037983916764,0.1
20,3.8240170955657957,0.2548894557823129,0.018703506907545166,5.337245941162109,0.1118617057800293,0.045079102240814635,0.043966119240567425,1.5189560664611612,0.1
21,3.7228421449661253,0.289328231292517,0.02104144527098831,5.859331321716309,0.10630178451538086,0.03823491788243992,0.06136683116379225,1.109180078913735,0.1
22,3.6277907371520994,0.3159013605442177,0.02614240170031881,6.058133363723755,-0.17116546630859375,0.008531442384829582,0.0796697439797114,-2.2555226076687873,0.1
23,3.511385607719421,0.35841836734693877,0.03166843783209352,6.278616094589234,0.12300872802734375,0.04367407593193294,0.07665370438433376,1.034974796490396,0.1
24,3.393487286567688,0.382015306122449,0.0359192348565356,6.469228601455688,0.13008499145507812,0.020821680679838174,0.0773582197671163,1.4124331080029064,0.1
25,3.284239888191223,0.414328231292517,0.0410201912858661,6.38192892074585,0.26894664764404297,0.02532629238111024,0.11489823309719663,2.1203142006269613,0.1
26,3.167425107955933,0.44727891156462585,0.048884165781083955,6.562529277801514,0.26268577575683594,0.016941718098534855,0.11438462424868828,2.1484011445805766,0.1
27,3.043783354759216,0.4802295918367347,0.06291179596174283,6.4676285743713375,0.22856569290161133,0.018065689738805325,0.11740681608692356,1.7929112651088313,0.1
28,2.927099895477295,0.5159438775510204,0.06992561105207226,6.444678878784179,0.1384429931640625,-0.004768914978073245,0.11370661629490411,1.2594861478483197,0.1
29,2.7955127954483032,0.545280612244898,0.08352816153028693,6.392898941040039,0.23527765274047852,0.01723300069734585,0.11826754484016817,1.8436558595835193,0.1
30,2.670863962173462,0.5769557823129252,0.10074388947927737,6.307311964035034,0.027971744537353516,-0.0018691943431251327,0.09656188495867249,0.30903434510677036,0.1
31,2.551175284385681,0.6052295918367347,0.11477151965993623,6.221080780029297,-0.27155447006225586,-0.03120613938399175,0.12377828563707172,-1.9417649019876193,0.1
32,2.4087271690368652,0.6383928571428571,0.13219978746014877,6.066325521469116,-0.040862083435058594,-0.013361514073225268,0.0972382686517994,-0.28281632060223266,0.1
33,2.299469470977783,0.6598639455782312,0.14643995749202976,6.021494436264038,-0.070526123046875,-0.013951335941538027,0.07057118943497381,-0.8016697402764694,0.1
34,2.173687982559204,0.6855867346938775,0.16301806588735387,5.892846298217774,0.26381683349609375,0.01517099687281744,0.10452192038808449,2.3788869904041867,0.1
35,2.0400887966156005,0.7121598639455783,0.18809776833156217,5.873910140991211,-0.04381084442138672,0.0019455612679805277,0.11834563761846661,-0.38663364877783574,0.1
36,1.8933001160621643,0.7406462585034014,0.2059511158342189,5.67508864402771,0.02920389175415039,-0.017493702936144096,0.11720077943248036,0.3984409908911662,0.1
37,1.7930893778800965,0.7693452380952381,0.23209351753453772,5.652850008010864,-0.15014076232910156,-0.010545615169017714,0.12757259860081135,-1.0942408376965993,0.1
38,1.6783237695693969,0.796343537414966,0.2546227417640808,5.641054439544678,0.26572465896606445,0.017787109464259022,0.16721177757125863,1.4827756340078668,0.1
39,1.552466630935669,0.8139880952380952,0.27523910733262485,5.584218549728393,-0.1449728012084961,-0.01634774146915896,0.15519897179785128,-0.828775205462527,0.1
40,1.4607257843017578,0.8399234693877551,0.29925611052072265,5.463076591491699,0.04682302474975586,-0.004738006715441519,0.10271801306774879,0.5019667916589249,0.1
41,1.3729212880134583,0.8616071428571429,0.3239107332624867,5.448530483245849,0.031903743743896484,-0.004737471985150821,0.06839156739395127,0.5357563384676566,0.1
42,1.2685282230377197,0.8896683673469388,0.3515409139213603,5.435099840164185,-0.18815994262695312,-0.034552904479532624,0.11307882073046839,-1.3584067923166094,0.1
43,1.1642516136169434,0.9045493197278912,0.3657810839532412,5.412659406661987,-0.0383758544921875,-0.009270986452925446,0.10602619309188156,-0.27450639498147383,0.1
44,1.072048270702362,0.9221938775510204,0.38703506907545165,5.390250825881958,0.05615234375,0.012822178738425116,0.09451167830182225,0.45846360777977474,0.1
45,0.9920297920703888,0.938562925170068,0.40850159404888414,5.349764633178711,-0.07297611236572266,-0.01689819917970852,0.08383211758671355,-0.668931130458547,0.1
46,0.9055167198181152,0.9549319727891157,0.4218916046758767,5.381593322753906,-0.06547403335571289,0.004876768010021964,0.0968291950373218,-0.726545349660491,0.1
47,0.8356619417667389,0.9619472789115646,0.4350690754516472,5.361377763748169,0.11437511444091797,0.015609924388059988,0.08162424605510546,1.2099981908093886,0.1
48,0.7690811872482299,0.970875850340136,0.4493092454835282,5.333688116073608,0.1438770294189453,0.002420145527464234,0.1117036497129491,1.2663586575281154,0.1
