epoch,train_loss,val_loss,train_acc,val_acc,cv
1,4.664410352706909,4.607863903045654,0.009141156462585034,0.00977683315621679,0.13145054876804352
2,4.587604665756226,4.609055995941162,0.014668367346938776,0.005738575982996812,0.15830680429935456
3,4.577629470825196,4.609389305114746,0.013818027210884353,0.0076514346439957494,0.15596911907196045
4,4.565496110916138,4.6127495765686035,0.015306122448979591,0.0061636556854410204,0.15654014348983764
5,4.569069814682007,4.61746883392334,0.014243197278911565,0.005526036131774708,0.17617698311805724
6,4.558300256729126,4.622096061706543,0.017431972789115645,0.006376195536663124,0.23644710779190065
7,4.552100753784179,4.634332180023193,0.01870748299319728,0.005526036131774708,0.3576076954603195
8,4.541576623916626,4.647279262542725,0.018920068027210885,0.004250797024442083,0.5552656441926956
9,4.528908920288086,4.664248466491699,0.02806122448979592,0.004888416578108395,0.8297424495220185
10,4.509553337097168,4.689287185668945,0.03167517006802721,0.004463336875664187,1.1796391963958741
11,4.485144805908203,4.723677158355713,0.03741496598639456,0.004888416578108395,1.6373613238334657
12,4.460912895202637,4.777040004730225,0.043579931972789115,0.004888416578108395,2.1688599586486816
13,4.415952444076538,4.86136531829834,0.04995748299319728,0.004250797024442083,2.6911319971084593
14,4.344383096694946,4.990603923797607,0.06292517006802721,0.005100956429330499,3.158041477203369
15,4.285919189453125,5.057722568511963,0.08439625850340136,0.0061636556854410204,3.603917360305786
16,4.216143035888672,5.049605846405029,0.09991496598639456,0.00871413390010627,4.028913807868958
17,4.155504417419434,5.043634414672852,0.13073979591836735,0.010201912858660999,4.523439598083496
18,4.050923681259155,5.031225681304932,0.15114795918367346,0.011477151965993623,5.102057600021363
19,3.9832379817962646,5.021091461181641,0.18962585034013604,0.011689691817215728,5.685587549209595
20,3.8938483238220214,5.003850936889648,0.22852891156462585,0.015302869287991499,6.139836740493775
21,3.787256455421448,4.989877700805664,0.25170068027210885,0.01636556854410202,6.837514114379883
22,3.699828863143921,4.960672378540039,0.2916666666666667,0.01849096705632306,7.308336067199707
23,3.595238280296326,4.934438228607178,0.32227891156462585,0.024654622741764082,7.697977304458618
24,3.4813026905059816,4.8988847732543945,0.3592687074829932,0.028267800212539853,8.148382949829102
25,3.3743366956710816,4.856544017791748,0.3822278911564626,0.03379383634431456,8.290946197509765
26,3.2537011384963987,4.818751811981201,0.41602891156462585,0.04208289054197662,8.56619758605957
27,3.1108065366744997,4.772965908050537,0.45068027210884354,0.051647183846971305,8.470186614990235
28,3.0054614543914795,4.727115631103516,0.4791666666666667,0.0614240170031881,8.500923442840577
29,2.8877630710601805,4.673707485198975,0.5159438775510204,0.07141339001062699,8.39350061416626
30,2.763066554069519,4.613080024719238,0.5535714285714286,0.09287991498405951,8.278255987167359
31,2.6128231048583985,4.559637546539307,0.5833333333333334,0.10541976620616365,8.244508171081543
32,2.489847254753113,4.507290840148926,0.6160714285714286,0.11923485653560043,8.062402486801147
33,2.35344512462616,4.446408748626709,0.6477465986394558,0.13793836344314558,7.853805351257324
34,2.2149909257888796,4.390950679779053,0.6768707482993197,0.1596174282678002,7.748329401016235
35,2.1008068561553954,4.336767673492432,0.7034438775510204,0.17470775770456962,7.579550504684448
36,1.9892947673797607,4.276057243347168,0.7274659863945578,0.19829968119022318,7.445329856872559
37,1.8480479717254639,4.2067413330078125,0.7561649659863946,0.22125398512221042,7.41896162033081
38,1.7323893547058105,4.142019271850586,0.7874149659863946,0.24697130712008503,7.295416641235351
39,1.6175600647926331,4.080204963684082,0.8125,0.2675876726886291,7.216103506088257
40,1.4981634497642518,4.001884460449219,0.8397108843537415,0.2969181721572795,7.025737571716308
41,1.3841269254684447,3.957085609436035,0.8565051020408163,0.31540913921360253,6.978169536590576
42,1.2813292145729065,3.8979203701019287,0.8779761904761905,0.33496280552603613,6.896946096420288
43,1.2033490419387818,3.8347437381744385,0.8996598639455783,0.3615302869287991,6.757250070571899
44,1.0957856059074402,3.7757568359375,0.9126275510204082,0.3800212539851222,6.7805736541748045
45,1.0143118023872375,3.738760232925415,0.9292091836734694,0.3885228480340064,6.708328485488892
46,0.9227879166603088,3.6778883934020996,0.9426020408163265,0.4072263549415515,6.729439830780029
47,0.841516089439392,3.6331839561462402,0.9574829931972789,0.4250797024442083,6.654498481750489
48,0.7891101062297821,3.586015224456787,0.9706632653061225,0.4393198724760893,6.633957386016846
49,0.7210480511188507,3.555992603302002,0.9755527210884354,0.44782146652497345,6.6449535369873045
50,0.6665783882141113,3.5264251232147217,0.9815051020408163,0.453134962805526,6.594961786270142
51,0.6040619909763336,3.4764089584350586,0.9876700680272109,0.46376195536663123,6.563533544540405
52,0.5505755603313446,3.455491781234741,0.9921343537414966,0.4716259298618491,6.498780584335327
53,0.49894003868103026,3.4354538917541504,0.9942602040816326,0.4765143464399575,6.557742357254028
54,0.44775151908397676,3.4172630310058594,0.9963860544217688,0.4805526036131775,6.533497619628906
55,0.41253513991832735,3.387911558151245,0.9976615646258503,0.48395324123273115,6.443538570404053
56,0.3765073925256729,3.3601717948913574,0.9993622448979592,0.487778958554729,6.471730184555054
57,0.34504161179065707,3.353482246398926,0.9993622448979592,0.48799149840595113,6.366505765914917
58,0.31902662813663485,3.351970672607422,0.9995748299319728,0.48820403825717323,6.372967100143432
59,0.28927338123321533,3.3326573371887207,0.9997874149659864,0.48862911795961744,6.357451725006103
60,0.2693059206008911,3.330781936645508,0.9995748299319728,0.4905419766206164,6.363287925720215
61,0.24165259003639222,3.314405679702759,0.9997874149659864,0.4905419766206164,6.345897912979126
62,0.2239059627056122,3.3143091201782227,0.9997874149659864,0.4916046758767269,6.273669672012329
63,0.20752937644720076,3.3114964962005615,1.0,0.4907545164718385,6.268743944168091
64,0.19278048127889633,3.3060302734375,1.0,0.4913921360255048,6.237785768508911
65,0.17842890173196793,3.302865505218506,1.0,0.4924548352816153,6.227090120315552
66,0.16564891040325164,3.3018574714660645,1.0,0.4926673751328374,6.195425987243652
67,0.15801605731248855,3.3013100624084473,0.9997874149659864,0.49309245483528164,6.188779735565186
68,0.14690940529108049,3.3013930320739746,1.0,0.4924548352816153,6.164837598800659
69,0.13685472458600997,3.297626495361328,1.0,0.49309245483528164,6.164629077911377
70,0.12828328758478164,3.301396131515503,1.0,0.49287991498405953,6.107465839385986
71,0.12077577635645867,3.300170421600342,1.0,0.49330499468650374,6.081196308135986
72,0.11402293443679809,3.3001303672790527,1.0,0.49351753453772584,6.067446565628051
73,0.10846486985683441,3.300332546234131,1.0,0.49287991498405953,6.064293050765992
74,0.10409756302833557,3.301772117614746,0.9997874149659864,0.49309245483528164,6.048877286911011
75,0.10944066494703293,3.3083784580230713,0.9997874149659864,0.49373007438894795,6.062578868865967
76,0.10921835601329803,3.319251775741577,0.9993622448979592,0.4920297555791711,6.005700922012329
77,0.09838009476661683,3.320050001144409,0.9995748299319728,0.49309245483528164,5.9863752841949465
78,0.08779952675104141,3.3114469051361084,1.0,0.49373007438894795,6.028393030166626
79,0.08352112695574761,3.313169479370117,1.0,0.49373007438894795,6.000871992111206
