epoch,train_loss,train_acc,val_acc,cv,velocity,mu,sigma,z_score,dynamic_wd
1,4.662287664413452,0.011479591836734694,0.011052072263549416,0.11734155789017678,0.001590639352798462,0.0017892325253656132,0.0020602589486059283,-0.09639233587677369,0.1
2,4.586109399795532,0.013818027210884353,0.007013815090329437,0.14532804787158965,0.0006171613931655884,0.001474886277921676,0.0018024180672779782,-0.47587454893382675,0.1
3,4.574799728393555,0.012755102040816327,0.008926673751328374,0.15421270877122878,0.0012030452489852905,0.0010941543018877342,0.0012171548349272309,0.08946351275354918,0.1
4,4.568003559112549,0.01488095238095238,0.009564293304994687,0.155141943693161,0.0028996169567108154,0.0005042570843475661,0.0014949766451670871,1.602272436901869,0.1
5,4.564469242095948,0.017006802721088437,0.007226354941551541,0.1707901746034622,0.0039503127336502075,0.002238779029152399,0.001826901753362894,0.9368504361809713,0.1
6,4.559001874923706,0.016156462585034014,0.006376195536663124,0.2292027458548546,0.010131239891052246,0.006547004593477055,0.003664367019677175,0.9781321789897991,0.1
7,4.549370527267456,0.020620748299319726,0.005313496280552604,0.3321452707052231,0.022199630737304688,0.011506674941737271,0.005636566359179551,1.8970690867771254,0.1
8,4.537577724456787,0.02295918367346939,0.005738575982996812,0.5247212290763855,0.032285869121551514,0.021405646704345877,0.00903764738833875,1.2038777294237388,0.1
9,4.522441720962524,0.025935374149659865,0.006588735387885228,0.8441251635551452,0.032878339290618896,0.03146047514838714,0.009959362103487775,0.14236495545585415,0.1
10,4.502559089660645,0.030612244897959183,0.004038257173219979,1.2647230267524718,0.06365847587585449,0.04209391101953539,0.011979580289079085,1.800110215545527,0.1
11,4.480496263504028,0.03635204081632653,0.002975557917109458,1.727230441570282,0.03549695014953613,0.04503528135028702,0.011062944380997936,-0.8621873953496707,0.1
12,4.43956413269043,0.04272959183673469,0.0036131774707757703,2.214674949645996,0.04586458206176758,0.049737367088768844,0.01018642104357511,-0.38019094345643123,0.1
13,4.388326120376587,0.05250850340136055,0.003188097768331562,2.7005250453948975,0.05492901802062988,0.048475975974326194,0.008464026189557132,0.7624080906395844,0.1
14,4.333756303787231,0.07100340136054421,0.0025504782146652497,3.1637080669403077,0.05522465705871582,0.04866343739638899,0.015126908150984789,0.4337449263813825,0.1
15,4.2609223365783695,0.09119897959183673,0.0038257173219978747,3.615846943855286,0.05394315719604492,0.04790740051557362,0.015908854946148836,0.3793960471009522,0.1
16,4.192016553878784,0.1094812925170068,0.005100956429330499,4.055640792846679,-0.006484031677246094,0.04779372366753063,0.029801640498819386,-1.821300922911508,0.1
17,4.120825910568238,0.13818027210884354,0.0061636556854410204,4.687328147888183,0.120941162109375,0.05842306865006816,0.03706613073405046,1.6866635988491554,0.1
18,4.044024562835693,0.16475340136054423,0.010414452709883103,5.116559886932373,-0.10620832443237305,0.03329192934559745,0.057898953171339224,-2.4093743692593224,0.1
19,3.955047059059143,0.19600340136054423,0.011689691817215728,5.520056533813476,0.12502098083496094,0.058296503534790406,0.05491717505545132,1.2150019958746432,0.1
20,3.8875817537307737,0.23703231292517007,0.015302869287991499,6.012532520294189,-0.06631088256835938,0.030858819737166705,0.05649431289698778,-1.7199908685092984,0.1
21,3.774524617195129,0.25871598639455784,0.017215727948990435,6.231841897964477,0.05509376525878906,0.03586465828063403,0.057052904499909754,0.3370399306872352,0.1
22,3.6923867225646974,0.2967687074829932,0.01934112646121148,6.748987865447998,-0.015300750732421875,0.04160164777424506,0.04477367932352174,-1.270889490575625,0.1
23,3.581569790840149,0.33758503401360546,0.026992561105207227,7.035847187042236,-0.14978551864624023,0.02128041866034596,0.06885528517205407,-2.4844271122998096,0.1
24,3.4633302450180055,0.3541666666666667,0.03336875664187035,7.214245128631592,0.1872410774230957,0.030172009741572286,0.07689838953159099,2.0425534089630983,0.1
25,3.375562000274658,0.383078231292517,0.039319872476089264,7.346038818359375,0.07402324676513672,0.016302448644629937,0.054849790187439414,1.0523430978178077,0.1
26,3.254148817062378,0.40688775510204084,0.041232731137088204,7.348171091079712,0.1647200584411621,0.017070837645138545,0.0819775493734746,1.801093371593251,0.1
27,3.139935088157654,0.4377125850340136,0.0514346439957492,7.649172163009643,0.040302276611328125,0.021298575407359372,0.08269720984125405,0.22979857773252987,0.1
28,3.0263296604156493,0.48639455782312924,0.061211477151965996,7.647476577758789,-0.2129206657409668,0.0012581188947763632,0.11420029909122885,-1.8754660569202761,0.1
29,2.9011834859848022,0.5106292517006803,0.06801275239107332,7.503968906402588,0.029583454132080078,0.007735901879632644,0.08593402295440558,0.2542363490190514,0.1
30,2.779945182800293,0.546343537414966,0.08395324123273114,7.442487382888794,-0.03998374938964844,-0.021128907392204334,0.07462508477514618,-0.2526609122690564,0.1
31,2.626367616653442,0.5822704081632653,0.09798087141339001,7.396926069259644,-0.08040618896484375,-0.01816017601873654,0.07300524470627268,-0.852623851841688,0.1
32,2.491097593307495,0.6141581632653061,0.1134962805526036,7.219226360321045,-0.05419635772705078,-0.0018781413966852093,0.06921361567974259,-0.7558948599426809,0.1
33,2.36777286529541,0.6341411564625851,0.13049946865037196,7.063652372360229,-0.2266383171081543,-0.01908274570038083,0.10471566722253423,-1.982087083174395,0.1
34,2.2505345821380613,0.6517857142857143,0.14197662061636557,6.937944555282593,-0.08753490447998047,-0.015982827608007604,0.08247929079114162,-0.867515665879824,0.1
35,2.1246644258499146,0.6823979591836735,0.16068012752391073,6.826644372940064,-0.038332462310791016,-0.021367862394160747,0.07424903058307276,-0.22848244325088662,0.1
36,1.9998108625411988,0.720875850340136,0.1855472901168969,6.7287651062011715,-0.012473583221435547,-0.01027715620807286,0.0625787173889296,-0.03509862625837778,0.1
37,1.876461434364319,0.7451105442176871,0.2099893730074389,6.630380916595459,-0.10717439651489258,-0.028233111998846976,0.06119154004893684,-1.290068601851068,0.1
