epoch,train_loss,train_acc,val_acc,cv,weight_decay
1,4.663447284698487,0.012329931972789115,0.009989373007438894,0.12961219251155853,0.1
2,4.5918434143066404,0.01403061224489796,0.007438894792773645,0.16050522774457932,0.1
3,4.575379657745361,0.01488095238095238,0.0076514346439957494,0.16000661849975586,0.1
4,4.569719552993774,0.016156462585034014,0.006801275239107333,0.16248367577791215,0.1
5,4.560551357269287,0.018494897959183673,0.005100956429330499,0.1837216407060623,0.1
6,4.558088970184326,0.018920068027210885,0.0036131774707757703,0.23958029747009277,0.1
7,4.544484996795655,0.021045918367346938,0.0038257173219978747,0.3542685598134995,0.1
8,4.532087278366089,0.023171768707482995,0.004463336875664187,0.5408425450325012,0.1
9,4.5167159080505375,0.03018707482993197,0.004038257173219979,0.801003360748291,0.1
10,4.492242383956909,0.03082482993197279,0.0036131774707757703,1.135922658443451,0.1
11,4.472149467468261,0.03826530612244898,0.002975557917109458,1.5043331503868103,0.1
12,4.436299562454224,0.047193877551020405,0.0036131774707757703,1.8767504572868348,0.1
13,4.377712440490723,0.06058673469387755,0.004250797024442083,2.2236011266708373,0.1
14,4.317994689941406,0.0778061224489796,0.004038257173219979,2.478333044052124,0.1
15,4.2420776844024655,0.09502551020408163,0.005738575982996812,2.6869181871414183,0.1
16,4.163952589035034,0.12606292517006804,0.00871413390010627,2.9440303325653074,0.1
17,4.092777395248413,0.1556122448979592,0.009989373007438894,3.358515238761902,0.1
18,4.0119716167449955,0.18558673469387754,0.008501594048884165,3.820730948448181,0.1
19,3.9187119007110596,0.21789965986394558,0.012752391073326248,4.21642689704895,0.1
20,3.8289724826812743,0.2606292517006803,0.015940488841657812,4.545435190200806,0.1
21,3.718932008743286,0.2914540816326531,0.01955366631243358,4.909882259368897,0.1
22,3.60185706615448,0.33014455782312924,0.025292242295430395,5.034236335754395,0.1
23,3.487854170799255,0.35246598639455784,0.030818278427205102,5.133019590377808,0.1
24,3.387885904312134,0.38860544217687076,0.03974495217853347,5.261877775192261,0.1
25,3.2681805372238157,0.42325680272108845,0.04867162592986185,5.334200668334961,0.1
26,3.1428970813751222,0.46364795918367346,0.05398512221041445,5.249041366577148,0.1
27,3.019937348365784,0.49383503401360546,0.06907545164718384,5.265432453155517,0.1
28,2.8829567432403564,0.5201955782312925,0.08055260361317747,5.226355791091919,0.1
29,2.7494638919830323,0.5556972789115646,0.09032943676939426,5.037488126754761,0.1
30,2.620901012420654,0.5890731292517006,0.10988310308182785,4.919619417190551,0.1
31,2.4857225894927977,0.6145833333333334,0.12369819341126462,4.778812742233276,0.1
32,2.374940347671509,0.6481717687074829,0.14197662061636557,4.735723304748535,0.1
33,2.235833430290222,0.6721938775510204,0.16046758767268862,4.609816694259644,0.1
34,2.1385689258575438,0.7185374149659864,0.19086078639744952,4.5068940162658695,0.1
35,1.9738216042518615,0.7334183673469388,0.20701381509032943,4.4887183666229244,0.1
36,1.8591614365577698,0.7599914965986394,0.22720510095642932,4.370821857452393,0.1
37,1.740016520023346,0.7861394557823129,0.2516471838469713,4.304456567764282,0.1
38,1.6415297269821167,0.8107993197278912,0.2784272051009564,4.345290994644165,0.1
39,1.5238744735717773,0.8333333333333334,0.2924548352816153,4.25340313911438,0.1
40,1.421254026889801,0.8628826530612245,0.3243358129649309,4.1761315822601315,0.1
41,1.3146222233772278,0.8788265306122449,0.348990435706695,4.122249031066895,0.1
42,1.1978930711746216,0.9039115646258503,0.36854410201912857,4.117786502838134,0.1
43,1.1220576763153076,0.9211309523809523,0.3946865037194474,4.048255705833435,0.1
44,1.036447912454605,0.9366496598639455,0.406163655685441,3.991964340209961,0.1
45,0.9428383827209472,0.9517431972789115,0.4248671625929862,3.9819270849227903,0.1
46,0.8763398766517639,0.9634353741496599,0.4357066950053135,4.016983151435852,0.1
47,0.8111235678195954,0.9693877551020408,0.44697130712008504,3.97839150428772,0.1
48,0.7262254416942596,0.9768282312925171,0.4535600425079702,3.891697144508362,0.1
49,0.6680007755756379,0.9855442176870748,0.46503719447396386,3.9217464447021486,0.1
50,0.6120773673057556,0.9908588435374149,0.4773645058448459,3.9252308130264284,0.1
51,0.5637778282165528,0.9921343537414966,0.4807651434643996,3.913782835006714,0.1
52,0.5067569464445114,0.9944727891156463,0.4854410201912859,3.9123064517974853,0.1
53,0.4700214982032776,0.9963860544217688,0.48841657810839534,3.8516550779342653,0.1
54,0.414630264043808,0.9968112244897959,0.4922422954303932,3.8915446758270265,0.1
