epoch,train_loss,train_acc,val_acc,cv,weight_decay
1,4.650399971008301,0.011267006802721089,0.00871413390010627,0.1361721783876419,0.1
2,4.58773102760315,0.014243197278911565,0.008501594048884165,0.14925412684679032,0.1
3,4.577165412902832,0.012755102040816327,0.007226354941551541,0.1488163337111473,0.1
4,4.56702938079834,0.013180272108843538,0.005951115834218916,0.16099220365285874,0.1
5,4.5639842510223385,0.015731292517006803,0.005313496280552604,0.1809598058462143,0.1
6,4.55560622215271,0.01913265306122449,0.005951115834218916,0.2214140310883522,0.1
7,4.544704294204712,0.021045918367346938,0.004250797024442083,0.3234500616788864,0.1
8,4.530388975143433,0.02614795918367347,0.004888416578108395,0.5002566069364548,0.1
9,4.516676044464111,0.02614795918367347,0.004675876726886291,0.7441309869289399,0.1
10,4.498691463470459,0.03273809523809524,0.004675876726886291,1.0704595029354096,0.1
11,4.473912954330444,0.04124149659863945,0.0034006376195536664,1.4672401666641235,0.1
12,4.438303804397583,0.045068027210884355,0.005100956429330499,1.8937481045722961,0.1
13,4.395476770401001,0.0625,0.005526036131774708,2.296542191505432,0.1
14,4.332290363311768,0.07546768707482993,0.004675876726886291,2.669418120384216,0.1
15,4.254731225967407,0.0935374149659864,0.004463336875664187,3.110690188407898,0.1
16,4.191156196594238,0.11054421768707483,0.005738575982996812,3.499156141281128,0.1
17,4.12100772857666,0.14158163265306123,0.007863974495217854,3.895386838912964,0.1
18,4.04621958732605,0.16645408163265307,0.008289054197662061,4.15107946395874,0.1
19,3.96791832447052,0.19940476190476192,0.009351753453772583,4.773707723617553,0.1
20,3.8783474922180177,0.21364795918367346,0.008501594048884165,4.90497579574585,0.1
21,3.785558247566223,0.24914965986394558,0.012752391073326248,5.703572559356689,0.1
22,3.712545156478882,0.28741496598639454,0.017215727948990435,5.838249444961548,0.1
23,3.578677797317505,0.31845238095238093,0.02104144527098831,6.334115600585937,0.1
24,3.507952642440796,0.3594812925170068,0.02763018065887354,6.4406146049499515,0.1
25,3.3797725200653077,0.39200680272108845,0.03336875664187035,6.845412683486939,0.1
26,3.2678507566452026,0.4302721088435374,0.04250797024442083,6.874590873718262,0.1
27,3.1582788228988647,0.46598639455782315,0.051647183846971305,6.93162202835083,0.1
28,3.035972309112549,0.4772534013605442,0.06503719447396387,7.014274787902832,0.1
29,2.910765862464905,0.5225340136054422,0.07502656748140277,6.8829020977020265,0.1
30,2.7969944715499877,0.5471938775510204,0.08544102019128587,6.671330547332763,0.1
31,2.6726475954055786,0.5701530612244898,0.10010626992561106,6.72233738899231,0.1
32,2.540411186218262,0.6011904761904762,0.11137088204038258,6.5157904624938965,0.1
33,2.4149959802627565,0.6341411564625851,0.12943676939426144,6.49926266670227,0.1
34,2.2861238956451415,0.6581632653061225,0.14707757704569607,6.324809265136719,0.1
35,2.152311372756958,0.6838860544217688,0.1689691817215728,6.267017269134522,0.1
36,2.049151086807251,0.716624149659864,0.18788522848034006,6.156473636627197,0.1
37,1.9460306644439698,0.7410714285714286,0.21168969181721572,6.012973308563232,0.1
38,1.8149675965309142,0.7774234693877551,0.23421891604675876,5.85811071395874,0.1
39,1.6789781332015992,0.7940051020408163,0.25844845908607866,5.8081869125366214,0.1
40,1.5811661005020141,0.8233418367346939,0.28459086078639745,5.806904268264771,0.1
41,1.4709303736686707,0.8450255102040817,0.30605738575983,5.719259309768677,0.1
42,1.352031135559082,0.8752125850340136,0.3290116896918172,5.711773204803467,0.1
43,1.2593015789985658,0.8943452380952381,0.35600425079702447,5.608209228515625,0.1
44,1.1574342846870422,0.9151785714285714,0.3791710945802338,5.520164203643799,0.1
45,1.0660152435302734,0.9264455782312925,0.38639744952178534,5.5688042640686035,0.1
46,0.9984555006027221,0.9443027210884354,0.410201912858661,5.51729531288147,0.1
47,0.9054227471351624,0.954719387755102,0.42422954303931987,5.435853719711304,0.1
48,0.8481297612190246,0.9651360544217688,0.4365568544102019,5.4115196704864506,0.1
49,0.7757802486419678,0.9721513605442177,0.44782146652497345,5.420838165283203,0.1
50,0.6966870248317718,0.9815051020408163,0.4622741764080765,5.342054986953736,0.1
51,0.6402031779289246,0.9887329931972789,0.471413390010627,5.390623235702515,0.1
52,0.5718601524829865,0.9900085034013606,0.4814027630180659,5.362194681167603,0.1
53,0.5279452204704285,0.9925595238095238,0.4824654622741764,5.280516481399536,0.1
54,0.47557870447635653,0.9953231292517006,0.4867162592986185,5.327263450622558,0.1
55,0.43402629494667055,0.9980867346938775,0.4901168969181722,5.265572261810303,0.1
